    0   0   1 -1.000000 0.000000
    1   0  64 -1.000000 0.000000
    2   0   2 -1.000000 0.000000
    3   0   4 -1.000000 0.000000
    4   0   8 -1.000000 0.000000
    5   0  16 -1.000000 0.000000
    6   0  32 -1.000000 0.000000
    7   0 128 -1.000000 0.000000
    8   0 256 -1.000000 0.000000
    9  65   1 -6.033295 0.000000
   10  64  64 -9.687061 0.034351
   11  65  64 -9.961781 0.000000
   12  65   2 -1.000000 0.000000
   13  65   4 -1.000000 0.000000
   14  65   8 -1.000000 0.000000
   15  65  16 -1.000000 0.000000
   16  65  32 -1.000000 0.000000
   17  65 128 -1.000000 0.000000
   18  65 256 -1.000000 0.000000
   19  81   1 -95.018066 0.000000
   20  81  16 -7.033650 0.000000
   21  89   1 -1.443930 0.000000
   22  89   4 -1.000000 0.000000
   23  89   2 -1.000000 0.000000
   24  89   8 -1.989203 0.000000
   25  89  16 -1.176884 0.000000
   26  89  32 -1.000000 0.000000
   27  89  64 -1.984571 0.000000
   28  89 128 -1.000000 0.000000
   29  89 256 -1.000000 0.000000
   30  93   1 -55.699373 0.000000
   31  93   4 -7.543691 0.000000
   32   9   1 -19.125839 0.000000
   33   8   8 -17.145604 0.109596
   34 264   1 -1.000000 0.000000
   35 264   2 -1.000000 0.000000
   36 264   4 -1.000000 0.000000
   37 264   8 -1.866193 0.000000
   38 264  16 -1.000000 0.000000
   39 264  32 -1.000000 0.000000
   40 264  64 -1.000000 0.000000
   41 264 128 -1.000000 0.000000
   42 264 256 -23.463653 0.000000
   43 265   1 -129.329185 0.000000
   44 269   1 -1.637336 0.000000
   45 269   2 -1.000000 0.000000
   46 269   4 -4.917531 0.000000
   47 269   8 -3.622678 0.000000
   48 269  16 -1.000000 0.000000
   49 269  32 -1.000000 0.000000
   50 269  64 -1.000000 0.000000
   51 269 128 -1.000000 0.000000
   52 269 256 -7.756043 0.000000
   53 271   1 -42.115184 0.000000
   54 271   2 -48.835370 0.000000
   55 335   1 -5.847366 0.000000
   56 335 256 -2.470613 0.000000
   57 335   2 -4.903156 0.000000
   58 335   4 -2.165895 0.000000
   59 335   8 -5.611929 0.000000
   60 335  16 -1.000000 0.000000
   61 335  32 -1.000000 0.000000
   62 335  64 -4.485297 0.000000
   63 335 128 -1.000000 0.000000
   64 463   1 11.084686 0.000000
   65 463 128 -16.220115 0.000000
   66  33   1 -1.527838 0.000000
   67  32  32 -3.228524 0.618358
   68 288   1 -1.000000 0.000000
   69 288   8 -1.000000 0.000000
   70 288   2 -1.000000 0.000000
   71 288   4 -1.000000 0.000000
   72 288  16 -1.000000 0.000000
   73 288  32 -15.852767 0.000000
   74 288  64 -1.000000 0.000000
   75 288 128 -1.000000 0.000000
   76 288 256 -14.458952 0.000000
   77 297   1 -4.213940 0.000000
   78 296   8 -14.302962 0.000000
   79 424   1 -1.000000 0.000000
   80 424   2 -1.000000 0.000000
   81 424   4 -1.000000 0.000000
   82 424   8 -1.344337 0.000000
   83 424  16 -1.000000 0.000000
   84 424  32 -1.481110 0.000000
   85 424  64 -1.000000 0.000000
   86 424 128 -5.815916 0.000000
   87 424 256 -1.246639 0.000000
   88 427   1 -6.818103 0.000000
   89 426   2 -6.664100 0.000000
   90 430   1 -1.000000 0.000000
   91 430  32 -1.702209 0.000000
   92 430   2 -1.230999 0.000000
   93 430   4 -1.557952 0.000000
   94 430   8 -1.388409 0.000000
   95 430  16 -1.000000 0.000000
   96 430  64 -1.000000 0.000000
   97 430 128 -1.073081 0.000000
   98 430 256 -1.669121 0.000000
   99 431   1 -33.578293 0.000000
  100 447   1 -31.701571 0.000000
  101 446  16 -29.790217 0.000000
  102 267   1 -1.681414 0.000000
  103 267   2 -1.713272 0.000000
  104 267   4 -1.000000 0.000000
  105 267   8 -14.908809 0.000000
  106 267  16 -1.000000 0.000000
  107 267  32 -1.000000 0.000000
  108 267  64 -1.000000 0.000000
